id,client_id,product_id,sale_date,quantity,total_amount
5257,12,96,2023-04-02,12,805077.50
5258,35,145,2024-09-12,7,30449.00
5259,25,86,2023-06-12,10,888469.45
5260,12,73,2024-06-12,3,429480.00
5261,8,73,2023-09-14,12,1717919.00
5262,10,127,2023-09-03,4,6197.00
5263,7,103,2023-08-23,10,16997.40
5264,6,131,2023-08-25,11,10599.00
5265,2,85,2023-03-23,15,578680.00
5266,26,66,2024-02-11,3,35829.25
5267,16,36,2024-05-06,15,322069.95
5268,46,112,2024-11-10,15,32714.00
5269,25,60,2024-09-15,5,543755.00
5270,45,52,2024-05-22,7,91132.55
5271,44,137,2023-12-30,13,41810.45
5272,9,149,2023-02-04,15,17454.00
5273,33,121,2024-06-14,10,35095.85
5274,26,130,2023-12-15,13,51179.35
5275,16,25,2023-09-21,1,12126.00
5276,35,119,2024-04-12,10,32558.00
5277,20,28,2023-04-23,7,94819.50
5278,20,79,2023-05-13,1,66147.00
5279,28,72,2023-08-02,5,498323.00
5280,49,130,2024-06-10,10,41441.00
5281,7,18,2024-03-23,11,292297.00
5282,29,102,2024-04-08,4,3161.60
5283,39,118,2024-03-24,7,28695.70
5284,14,132,2023-04-21,10,15630.00
5285,47,21,2023-05-10,2,16595.55
5286,40,127,2024-02-14,9,13246.80
5287,13,78,2024-12-23,6,694040.55
5288,38,133,2023-10-31,9,16182.30
5289,18,131,2024-04-10,1,964.00
5290,47,55,2023-06-16,8,835903.10
5291,1,50,2024-07-11,3,32136.60
5292,19,110,2024-02-21,9,21337.00
5293,9,50,2024-07-18,14,157864.00
5294,1,11,2023-05-15,3,103261.20
5295,24,140,2024-03-18,13,40750.00
5296,44,115,2023-07-24,13,10798.00
5297,4,14,2024-10-26,8,286489.00
5298,21,66,2024-02-01,3,35829.25
5299,38,118,2023-05-11,10,40993.45
5300,33,55,2024-03-18,4,439949.00
5301,21,64,2024-04-24,12,1271163.65
5302,13,134,2023-05-03,5,23588.00
5303,6,106,2023-09-17,2,8770.00
5304,8,75,2023-01-21,12,373559.95
5305,41,71,2023-10-29,7,865657.10
5306,46,83,2024-10-09,10,1348039.00
5307,39,102,2024-11-27,5,4160.00
5308,20,83,2024-11-18,9,1213235.00
5309,27,99,2024-09-06,9,917130.00
5310,46,31,2023-05-09,4,33132.00
5311,19,55,2023-06-17,15,1649808.00
5312,25,119,2023-12-24,14,45581.00
5313,29,89,2024-09-26,15,1121162.45
5314,30,114,2023-05-20,3,2398.00
5315,23,135,2023-08-04,6,9373.65
5316,29,96,2024-04-16,3,201269.85
5317,11,61,2024-03-15,1,26618.05
5318,34,5,2024-01-31,1,23669.00
5319,4,43,2024-10-26,14,491356.00
5320,4,136,2024-06-09,5,9868.00
5321,12,129,2023-04-24,2,6532.00
5322,36,58,2023-05-21,11,1197070.00
5323,47,105,2023-05-23,5,1470.60
5324,22,149,2024-01-12,9,9949.35
5325,35,68,2023-11-20,6,381313.85
5326,18,112,2023-03-29,13,28352.00
5327,28,76,2024-09-27,12,1778379.00
5328,7,51,2023-06-30,8,487608.40
5329,20,1,2023-05-17,15,471996.10
5330,49,145,2023-05-28,6,26099.00
5331,17,79,2023-09-16,14,926056.00
5332,19,61,2023-03-26,13,364242.00
5333,24,79,2023-12-05,7,439876.60
5334,27,65,2023-05-24,12,291357.40
5335,24,40,2023-09-09,10,141840.00
5336,42,25,2024-06-06,2,23040.35
5337,19,12,2023-07-21,15,40893.00
5338,10,2,2024-04-06,14,195974.00
5339,12,53,2024-10-11,12,611895.00
5340,22,20,2024-01-01,4,123334.00
5341,8,56,2024-08-22,5,214944.00
5342,27,50,2024-12-15,8,85697.60
5345,25,73,2023-05-22,9,1288439.00
5346,2,31,2023-12-03,7,55082.90
5347,25,53,2023-02-23,15,764868.75
5348,46,91,2024-11-11,10,1348860.00
5349,43,98,2024-06-11,8,603144.55
5350,38,123,2024-09-04,8,21106.15
5351,31,41,2024-08-30,10,100700.00
5352,25,135,2023-02-22,14,23023.00
5353,1,43,2023-04-28,7,233394.10
5354,19,21,2023-02-04,3,24893.80
5355,36,14,2023-05-04,5,179055.00
5356,40,132,2024-11-08,9,13363.65
5357,15,75,2024-08-31,11,342429.40
5358,44,119,2024-12-11,4,12371.85
5359,49,139,2023-10-13,7,9974.00
5360,47,20,2023-08-06,14,431668.00
5361,37,130,2023-03-12,13,51179.35
5362,23,101,2023-12-26,15,6603.45
5363,5,76,2023-05-21,7,1037388.00
5364,11,75,2024-11-02,7,217910.05
5365,1,135,2024-06-08,5,8223.00
5366,37,80,2023-03-17,3,368288.40
5367,39,37,2024-05-06,9,54609.00
5368,37,115,2023-12-29,8,6645.00
5369,44,46,2024-04-14,8,37876.50
5370,18,16,2024-07-09,5,150030.00
5371,42,29,2024-01-12,7,255572.00
5372,2,116,2023-12-28,14,36057.00
5373,43,86,2023-12-28,5,444235.20
5374,42,90,2023-05-03,1,75142.15
5375,15,105,2024-11-24,15,4643.00
5376,46,122,2024-06-22,5,6281.40
5377,4,67,2023-08-08,3,244498.65
5378,35,55,2023-01-11,14,1539821.00
5379,35,53,2024-10-07,1,53675.00
5380,39,36,2023-01-13,4,85885.70
5381,41,23,2024-10-18,3,31859.20
5382,11,12,2023-08-11,14,36258.65
5383,40,44,2024-07-30,9,92398.90
5384,1,42,2024-10-08,8,47943.00
5385,20,124,2023-07-11,2,7163.00
5386,48,147,2024-06-14,1,2878.50
5387,38,55,2023-03-07,5,549936.00
5388,41,150,2023-11-29,8,12506.75
5389,49,150,2024-01-19,11,18102.00
5390,25,98,2023-10-19,8,634889.00
5391,48,102,2024-07-17,14,11065.60
5392,5,63,2023-01-30,15,1994396.75
5393,42,65,2023-04-18,7,178904.00
5394,17,103,2024-07-19,3,5099.60
5395,28,10,2023-09-01,15,480496.00
5396,12,41,2024-05-15,2,20140.00
5397,10,132,2024-12-26,2,3126.00
5398,20,110,2023-03-28,11,26078.45
5399,37,138,2023-11-05,13,51661.00
5400,19,106,2024-07-04,2,8331.50
5401,18,30,2023-02-15,10,306355.05
5402,47,26,2024-11-17,2,32837.70
5403,16,137,2024-08-15,13,41810.45
5404,11,15,2023-10-20,2,55800.00
5405,38,101,2024-11-24,10,4402.30
5406,46,77,2024-03-30,15,670570.00
5407,42,10,2023-12-28,7,224231.00
5408,49,67,2023-03-16,12,977995.55
5409,49,60,2024-07-12,5,516567.25
5410,14,97,2024-08-15,12,1542819.95
5411,32,109,2023-09-17,9,5604.00
5412,38,74,2023-11-14,2,164461.15
5413,16,1,2023-01-29,9,283197.85
5414,32,51,2023-10-30,15,962385.00
5415,31,79,2023-08-05,6,377036.95
5416,19,104,2024-04-21,3,11139.00
5417,24,90,2023-11-20,8,601140.05
5418,29,24,2023-06-27,1,23232.00
5419,1,122,2023-10-28,8,10580.00
5420,47,102,2023-06-30,3,2371.20
5421,32,76,2023-12-02,8,1185586.00
5422,34,3,2024-04-03,14,126339.00
5423,43,105,2024-09-08,12,3714.00
5424,35,112,2023-09-12,10,21810.00
5425,47,118,2024-07-01,10,43151.00
5426,43,137,2024-07-07,5,16927.00
5427,10,137,2024-05-30,12,40626.00
5428,14,147,2024-09-03,2,6060.00
5429,37,67,2023-06-14,7,570496.85
5430,19,138,2024-08-26,4,16732.00
5431,24,149,2023-02-17,13,15127.00
5432,41,114,2023-11-02,5,3996.00
5433,6,148,2024-11-01,14,63648.10
5434,10,18,2023-01-07,4,100975.50
5435,39,107,2024-03-30,9,13620.00
5436,21,133,2023-04-10,1,1798.35
5437,12,81,2023-08-23,13,1587930.00
5438,23,129,2024-01-22,12,37235.25
5439,48,46,2024-03-28,3,14951.00
5440,37,133,2023-10-28,11,20820.00
5441,48,57,2024-05-17,9,1069115.00
5442,30,65,2024-06-21,11,281135.00
5443,21,116,2024-12-11,2,5151.00
5444,27,22,2024-02-02,1,39453.00
5445,32,47,2024-10-22,11,67353.00
5446,39,142,2024-11-10,7,5495.75
5447,41,75,2024-08-20,6,186779.50
5448,28,113,2024-12-12,1,4175.25
5449,13,135,2023-07-08,6,9867.00
5450,26,85,2024-02-11,5,183249.30
5451,7,27,2024-12-31,9,141172.85
5452,23,68,2024-05-21,10,635522.45
5453,3,53,2023-04-12,12,611895.00
5454,14,20,2024-12-25,12,370001.00
5455,12,132,2024-06-02,2,3126.00
5456,31,69,2023-03-17,8,344014.00
5457,13,74,2024-03-23,3,246692.20
5458,3,112,2023-09-09,9,18647.55
5459,19,111,2024-06-11,10,40709.40
5460,1,11,2024-08-11,6,217391.00
5461,14,36,2024-10-10,4,85885.70
5462,33,123,2024-03-15,13,36102.00
5463,18,141,2023-02-19,11,52600.00
5464,30,137,2024-03-13,14,45027.15
5465,17,106,2024-05-12,12,52618.00
5466,41,26,2023-01-27,10,172832.00
5467,45,50,2023-06-22,13,146588.00
5468,25,118,2023-06-08,9,38836.00
5469,49,109,2023-05-29,8,4732.90
5470,45,6,2023-06-22,14,157208.85
5471,27,61,2023-07-29,15,399265.05
5472,22,146,2024-09-30,3,1413.60
5473,7,67,2024-09-13,13,1115258.00
5474,37,46,2023-09-20,10,47346.10
5475,23,17,2023-11-01,7,98271.00
5476,41,6,2023-04-26,13,153663.00
5477,29,93,2023-05-01,13,1240890.95
5478,7,114,2024-10-02,7,5315.25
5479,44,130,2023-08-06,10,39368.95
5480,39,131,2024-01-29,2,1927.00
5481,11,39,2024-06-03,3,88898.00
5482,19,122,2023-11-21,1,1322.00
5483,18,67,2024-02-20,9,733495.95
5484,12,99,2023-05-10,3,321800.00
5485,2,76,2024-06-03,3,422365.25
5486,24,6,2023-03-19,7,82741.00
5487,44,128,2023-10-13,15,66272.95
5488,25,67,2024-05-13,6,488997.30
5489,38,16,2024-11-25,4,120024.00
5490,3,25,2023-10-03,9,109138.00
5491,43,115,2023-12-24,12,9967.00
5492,38,47,2024-10-28,3,18369.00
5493,15,125,2023-08-07,11,35551.85
5494,15,100,2024-01-09,12,1192442.85
5495,39,143,2024-06-14,7,31055.00
5496,41,144,2024-09-26,10,21033.95
5497,18,98,2023-12-05,10,753930.45
5498,7,55,2024-09-03,11,1209859.00
5499,2,5,2024-06-22,9,202369.95
5500,4,20,2024-04-04,1,30833.00
5501,29,149,2023-09-17,11,12160.00
5502,3,13,2024-05-01,14,103036.05
5503,23,35,2023-10-06,13,143072.00
5504,23,140,2023-05-05,9,26800.45
5505,6,129,2023-12-14,13,40337.95
5506,37,141,2024-03-11,4,19127.00
5507,45,122,2024-07-17,8,10580.00
5508,49,146,2023-10-27,15,7068.00
5509,12,126,2023-02-24,6,15258.90
5510,31,35,2024-10-04,4,44022.00
5511,38,55,2023-12-12,1,109987.00
5512,29,5,2023-06-09,8,179884.40
5513,47,135,2024-04-11,6,9867.00
5514,45,33,2023-04-04,5,31900.05
5515,29,1,2023-12-14,12,397470.00
5516,20,68,2023-12-22,15,1003457.00
5517,38,9,2024-05-15,6,226321.35
5519,4,30,2024-10-07,9,290231.00
5520,8,145,2024-06-29,5,21749.00
5521,46,134,2024-04-11,8,37741.00
5522,25,115,2024-06-20,5,4153.00
5523,12,36,2024-11-07,15,339021.00
5524,40,144,2024-05-05,15,33212.00
5525,23,17,2024-02-03,15,210582.00
5526,33,28,2023-12-22,3,42776.00
5527,43,18,2024-03-06,6,151463.25
5528,20,121,2024-05-05,2,7389.00
5529,12,19,2023-05-23,12,187328.60
5530,29,37,2024-09-24,9,51878.55
5531,26,117,2024-04-22,8,32824.00
5532,7,84,2024-10-10,7,303967.00
5533,30,120,2024-01-08,3,9373.00
5534,16,139,2023-07-04,7,9974.00
5535,2,99,2024-09-14,12,1222840.00
5536,16,128,2024-11-18,8,37206.00
5537,3,116,2023-06-05,11,28331.00
5538,38,122,2024-12-04,10,12563.75
5539,45,13,2024-11-12,1,7747.00
5540,45,11,2023-02-25,12,434783.00
5541,20,135,2023-12-25,11,18090.00
5542,47,97,2024-10-29,9,1157115.20
5543,40,1,2023-03-02,2,62932.75
5544,18,133,2023-03-10,4,7192.45
5545,4,23,2024-01-07,7,74337.50
5546,25,7,2024-07-30,7,129799.45
5547,33,13,2023-04-25,8,61977.00
5548,40,41,2023-06-12,1,10070.00
5549,18,20,2024-04-28,10,308334.00
5550,32,12,2023-02-07,10,27262.00
5551,39,80,2024-07-15,15,1938358.00
5552,32,148,2023-06-20,13,59101.40
5553,16,103,2024-05-02,4,7157.00
5554,5,49,2023-09-06,15,198964.00
5555,47,120,2023-02-12,6,18747.00
5556,49,112,2023-08-19,8,16575.60
5557,15,87,2023-08-04,8,534879.00
5558,3,84,2023-08-19,12,521087.00
5559,25,90,2023-04-09,7,553681.00
5560,28,75,2024-06-03,3,93389.75
5561,8,122,2023-07-27,2,2645.00
5562,34,75,2023-09-18,13,404689.55
5563,37,114,2024-02-14,11,8352.40
5564,3,143,2023-02-07,3,13309.00
5565,49,15,2023-12-23,12,318057.15
5566,11,17,2023-01-09,15,210582.00
5567,45,33,2024-02-24,7,44659.50
5568,8,147,2024-04-25,6,18180.00
5569,20,106,2024-11-12,2,8331.50
5570,25,78,2024-12-16,6,730569.00
5571,3,142,2023-09-20,11,9091.00
5572,44,56,2024-07-03,2,85978.00
5573,46,128,2023-12-09,13,60459.00
5574,5,46,2024-06-05,4,19935.00
5575,13,146,2023-04-18,9,4240.80
5576,37,120,2024-01-23,15,46867.00
5577,27,44,2023-11-02,4,41065.65
5578,29,9,2023-12-21,5,188601.60
5579,13,146,2023-11-12,3,1488.00
5580,46,140,2024-10-22,14,41689.80
5581,12,109,2023-09-10,4,2491.00
5582,46,96,2024-03-20,12,805077.50
5583,42,62,2024-11-19,3,291332.70
5584,42,86,2024-09-07,7,621928.90
5585,34,86,2024-05-12,5,444235.20
5586,4,142,2023-07-28,15,12396.00
5587,38,94,2023-04-10,2,81502.00
5588,45,70,2023-03-23,13,446621.00
5589,49,97,2023-04-17,4,514273.00
5590,31,48,2024-08-04,10,139995.80
5591,12,141,2023-04-28,11,49970.00
5592,2,10,2024-03-16,1,32033.00
5593,27,65,2023-01-18,12,291357.40
5594,8,81,2024-08-29,15,1832227.00
5595,14,58,2023-09-30,12,1305895.00
5596,3,109,2024-08-04,15,9340.00
5597,49,125,2023-10-06,10,32319.95
5598,46,50,2024-09-23,6,67656.00
5599,36,29,2023-07-02,5,173424.40
5600,30,148,2024-07-16,3,13639.15
5601,12,98,2023-02-22,14,1055503.20
5602,30,130,2023-03-07,3,12432.00
5603,36,144,2024-03-23,8,16827.35
5604,49,24,2023-10-26,7,162625.00
5605,23,32,2024-04-21,9,106895.90
5606,12,131,2024-10-01,4,3854.00
5607,2,145,2024-03-17,3,12397.50
5608,48,108,2023-05-30,8,25425.80
5609,37,131,2023-09-07,10,9154.20
5610,44,140,2024-05-31,2,5955.55
5611,31,110,2023-05-24,3,7112.65
5612,38,68,2024-11-17,11,735868.00
5613,12,46,2024-04-24,14,66284.35
5614,31,93,2024-10-03,2,190906.30
5615,35,32,2024-01-31,7,87517.00
5616,15,124,2023-08-07,1,3770.00
5617,21,127,2024-08-09,1,1549.00
5618,28,54,2023-05-31,1,115458.25
5619,6,74,2024-06-09,6,519351.00
5620,32,105,2023-07-06,12,3528.30
5621,6,31,2023-06-07,13,107680.00
5622,40,140,2024-12-01,5,15673.00
5623,37,70,2024-08-07,4,130550.90
5624,36,28,2024-10-12,15,213878.00
5625,25,72,2024-10-26,6,568088.60
5626,38,57,2023-07-11,2,237581.00
5627,34,9,2024-12-02,7,264041.10
5629,5,9,2023-02-22,10,397055.00
5630,6,6,2023-08-11,4,47281.00
5631,36,91,2023-12-30,3,384425.10
5632,49,119,2023-02-05,1,3093.20
5633,44,73,2024-01-20,6,858960.00
5634,36,86,2024-06-07,9,841708.00
5635,20,141,2023-03-10,11,49970.00
5636,27,6,2023-04-23,9,101062.90
5637,36,2,2023-05-06,2,26596.20
5638,46,66,2023-02-25,4,50287.00
5639,18,85,2023-09-14,10,385787.00
5640,35,120,2024-11-03,15,44523.65
5641,37,73,2024-05-03,14,1904027.05
5642,28,69,2024-11-07,11,473019.25
5643,39,17,2024-11-29,5,70194.00
5644,17,87,2024-09-05,11,698686.05
5645,17,130,2023-08-31,11,45585.00
5646,9,131,2023-10-15,13,11900.65
5647,30,80,2024-01-21,5,646119.00
5648,15,40,2024-11-14,8,107798.40
5649,20,128,2023-01-31,7,32555.00
5650,32,39,2024-12-31,1,28151.35
5651,37,125,2023-09-25,3,9695.70
5652,38,115,2023-02-26,15,11836.05
5653,9,98,2023-08-29,10,793611.00
5654,5,20,2024-06-05,5,146458.65
5655,9,99,2023-06-09,14,1501733.00
5656,43,78,2024-12-20,1,121762.00
5657,31,147,2023-05-13,9,25907.45
5658,3,128,2024-05-29,1,4651.00
5659,30,81,2023-12-16,2,244297.00
5660,4,28,2023-09-28,4,54182.30
5661,39,38,2024-02-27,5,132306.00
5662,43,74,2024-10-30,12,986767.85
5663,7,18,2024-04-21,3,79717.00
5664,1,23,2023-03-24,6,63718.40
5665,47,94,2024-08-16,1,38713.45
5666,36,116,2024-06-04,11,28331.00
5667,42,26,2023-07-05,2,32837.70
5668,9,25,2023-04-16,7,84885.00
5669,45,80,2023-08-25,14,1809134.00
5670,28,26,2023-04-08,9,147771.55
5671,34,21,2023-08-22,2,17469.00
5672,12,50,2024-05-05,13,139258.60
5673,23,112,2023-03-13,9,18647.55
5674,3,111,2024-09-21,6,24425.45
5675,29,62,2024-07-18,3,306666.00
5676,10,36,2024-11-21,8,180811.00
5677,14,2,2023-06-06,15,199473.40
5678,32,146,2023-05-29,5,2356.00
5679,44,148,2023-11-09,15,68193.85
5680,41,38,2023-05-27,1,26461.00
5681,1,1,2024-11-06,8,251731.00
5682,47,134,2023-09-26,9,42458.00
5683,45,40,2023-04-16,10,141840.00
5684,36,143,2024-10-05,12,50575.15
5685,16,32,2023-11-02,8,95019.00
5686,17,87,2023-06-02,2,133720.00
5687,13,107,2023-07-04,7,10594.00
5688,33,49,2023-08-05,2,25201.60
5689,11,136,2024-04-05,9,17762.00
5690,40,101,2024-04-23,10,4634.00
5691,38,34,2023-11-28,7,32701.85
5692,9,47,2023-03-28,13,79598.00
5693,49,69,2024-10-28,5,215008.75
5694,12,7,2024-02-08,10,185428.60
5695,1,91,2023-02-28,7,944202.00
5696,28,85,2023-11-16,3,109949.20
5697,49,44,2023-10-09,15,153997.85
5699,44,138,2024-04-18,4,15895.40
5700,20,33,2023-01-22,5,33579.00
5701,48,54,2023-04-11,15,1731870.90
5702,47,36,2023-12-26,11,236184.25
5703,8,127,2023-05-17,1,1471.55
5704,22,51,2023-05-22,6,384954.00
5705,10,144,2024-01-13,3,6309.90
5706,29,79,2023-01-12,7,439876.60
5707,44,118,2024-06-29,11,47466.00
5708,28,79,2024-03-16,9,565555.90
5709,30,135,2024-08-11,5,7811.85
5710,18,42,2023-09-29,7,41950.00
5711,6,20,2024-02-04,6,185001.00
5712,13,78,2023-09-17,8,974092.00
5713,46,27,2023-09-25,2,33023.00
5714,48,106,2024-04-30,5,21924.00
5715,13,67,2023-07-10,4,325998.20
5716,43,5,2024-08-10,7,157398.85
5717,36,149,2023-07-17,11,12160.00
5718,13,47,2023-02-23,14,81434.95
5719,22,120,2024-08-12,10,29682.75
5720,6,38,2024-09-19,11,276519.35
5721,8,66,2023-01-17,6,71658.50
5722,36,78,2023-03-10,13,1582900.00
5723,18,63,2023-03-22,6,839746.00
5724,11,28,2023-10-10,14,199620.00
5725,40,46,2023-11-28,10,47346.10
5726,10,140,2024-05-30,14,41689.80
5727,41,126,2023-08-28,9,22889.30
5728,5,10,2024-09-19,10,304313.50
5729,34,135,2023-07-16,2,3124.55
5730,29,121,2023-07-27,6,22166.00
5731,22,17,2024-01-22,13,173378.80
5732,32,33,2024-04-23,13,87305.00
5733,10,103,2023-03-23,7,11897.80
5734,22,101,2024-11-22,7,3244.00
5735,37,25,2023-05-12,13,149761.80
5736,15,100,2024-07-17,14,1391182.85
5737,29,126,2024-11-05,2,5086.30
5738,13,148,2024-08-20,1,4786.00
5739,49,108,2024-04-01,6,20073.00
5740,7,146,2024-11-27,12,5952.00
5741,46,79,2023-12-23,12,754073.90
5742,26,135,2023-05-26,14,23023.00
5743,16,61,2023-11-08,6,168112.00
5744,12,29,2024-08-24,2,73021.00
5745,33,51,2024-07-19,15,962385.00
5746,13,131,2023-01-22,1,915.80
5747,48,116,2024-04-10,1,2576.00
5748,17,70,2023-09-04,15,489564.45
5749,34,40,2024-08-25,3,40424.40
5750,48,122,2023-02-09,8,10580.00
5751,49,116,2024-06-08,7,17127.55
5752,29,122,2023-07-07,9,11902.00
5753,21,113,2024-06-25,7,30765.00
5754,14,52,2024-09-13,10,137041.00
5755,14,16,2024-03-11,9,256551.30
5756,31,96,2023-08-02,3,211863.00
5757,26,30,2023-01-26,10,306355.05
5758,40,105,2023-02-26,15,4643.00
5759,2,26,2024-11-20,15,246285.60
5760,33,84,2024-07-27,3,123758.40
5761,24,86,2023-02-06,11,977316.30
5762,18,15,2024-11-08,13,344562.15
5763,20,22,2023-04-09,4,157811.00
5764,23,133,2023-10-14,13,24605.00
5765,10,124,2024-11-19,12,45239.00
5766,4,48,2024-03-05,11,162100.00
5767,15,145,2024-04-24,10,43499.00
5768,49,111,2023-07-20,4,16283.95
5769,36,52,2023-11-25,14,191857.00
5770,16,92,2024-10-08,13,1097347.85
5771,20,14,2023-09-20,15,537166.00
5772,10,73,2023-03-06,14,1904027.05
5773,32,97,2024-02-28,8,1028546.95
5774,32,13,2024-11-18,9,69724.00
5775,16,39,2023-01-03,8,237063.00
5776,23,31,2023-07-09,14,110165.80
5777,21,77,2023-07-12,3,127408.30
5778,18,107,2023-04-18,8,11501.65
5779,6,118,2023-01-23,2,8198.50
5780,33,148,2023-05-19,6,28713.00
5781,47,54,2024-11-27,12,1458418.00
5782,31,109,2023-02-26,13,7690.25
5783,27,97,2024-08-06,1,135335.00
5784,4,128,2023-03-20,1,4418.45
5785,6,65,2024-05-12,11,267078.25
5786,13,25,2024-11-19,9,109138.00
5787,10,102,2023-06-09,15,12480.00
5788,28,115,2024-02-07,12,9468.65
5789,40,123,2023-05-05,9,24994.00
5790,30,21,2024-01-07,7,58084.90
5791,20,14,2023-04-01,14,476287.25
5792,11,121,2024-06-17,9,33248.00
5793,24,76,2023-04-21,5,740991.00
5794,25,38,2024-10-03,6,150828.65
5795,12,51,2023-03-10,2,128318.00
5796,4,4,2023-09-25,4,12851.60
5797,25,129,2023-01-21,14,45727.00
5798,9,82,2023-04-18,3,147156.90
5799,4,11,2024-03-12,6,217391.00
5800,28,90,2024-12-14,11,870071.00
5801,19,144,2023-10-06,6,13285.00
5802,10,142,2023-04-06,5,3925.40
5803,48,127,2024-02-12,3,4648.00
5804,1,64,2023-03-31,4,423720.90
5805,26,149,2023-06-20,13,14370.65
5806,27,58,2024-05-23,8,870597.00
5807,7,53,2023-08-19,10,536750.00
5808,23,57,2023-08-15,3,338553.40
5809,15,112,2024-12-10,4,8287.80
5810,44,67,2023-10-13,10,814995.50
5811,3,56,2024-06-22,5,214944.00
5812,4,49,2023-11-29,7,88207.50
5813,8,122,2024-12-23,1,1255.90
5814,35,94,2023-03-10,5,193566.30
5815,19,53,2024-03-18,15,764868.75
5816,41,5,2023-10-05,8,189352.00
5817,44,58,2024-02-12,4,435298.00
5818,23,50,2023-09-11,5,56380.00
5819,27,6,2024-09-11,3,35461.00
5820,48,103,2023-07-25,2,3399.10
5821,1,107,2024-10-05,12,18161.00
5822,9,59,2024-10-11,9,745270.25
5823,37,106,2024-11-28,2,8770.00
5824,17,27,2023-04-22,9,141172.85
5825,15,84,2024-04-10,5,206263.05
5826,33,4,2023-11-18,8,27055.00
5827,28,86,2024-03-29,7,621928.90
5828,15,146,2024-05-01,12,5654.40
5829,12,36,2024-03-28,9,203413.00
5830,18,131,2023-04-25,10,9636.00
5831,17,51,2023-08-09,8,513272.00
5832,7,2,2024-04-28,15,199473.40
5833,16,45,2024-08-18,13,122310.60
5834,45,72,2023-02-23,10,996646.00
5835,15,23,2024-03-07,3,33536.00
5836,5,99,2024-09-09,13,1324743.65
5837,40,7,2023-10-30,12,222513.75
5838,45,49,2023-10-12,8,106114.00
5839,24,135,2023-03-16,11,17185.50
5840,12,53,2024-11-07,7,356938.75
5841,15,104,2023-04-09,10,35273.50
5842,24,125,2024-05-26,4,12927.60
5843,17,138,2023-10-06,10,39738.50
5844,41,33,2024-12-27,15,95700.15
5845,30,101,2024-03-27,15,6951.00
5846,6,93,2023-11-07,7,703339.00
5847,17,94,2024-06-08,2,81502.00
5848,7,11,2023-02-16,5,172102.00
5849,15,3,2024-12-11,4,34292.15
5850,39,26,2023-04-08,1,17283.00
5851,23,28,2024-07-20,15,203184.10
5852,6,1,2023-01-16,2,62932.75
5853,14,135,2023-11-20,13,21379.00
5854,5,73,2024-11-16,11,1496021.05
5855,19,50,2024-08-02,5,53561.00
5856,37,46,2024-01-19,13,64789.00
5857,15,139,2023-09-21,13,18523.00
5858,9,17,2024-04-22,2,26674.10
5859,36,85,2024-07-23,13,501523.00
5860,16,44,2023-03-04,3,32421.00
5861,45,131,2023-02-21,14,12815.50
5862,6,132,2023-05-14,14,21882.00
5863,29,4,2023-12-11,14,44978.70
5864,28,129,2023-09-19,15,48993.00
5865,28,37,2024-03-27,13,74936.00
5866,23,31,2024-09-22,8,62951.75
5867,4,76,2024-11-04,1,148198.00
5869,19,142,2024-05-19,6,4710.10
5870,42,127,2024-07-27,5,7359.65
5871,22,86,2024-08-28,2,177693.70
5872,5,7,2023-10-21,5,92714.30
5873,9,71,2024-01-03,9,1112988.65
5874,19,49,2023-12-17,5,63004.95
5875,14,114,2024-01-08,3,2278.10
5876,7,40,2024-01-15,2,28368.00
5877,21,96,2024-07-02,9,603808.60
5878,22,129,2023-12-14,8,26130.00
5879,31,117,2023-09-25,13,53339.00
5880,14,28,2024-06-15,6,81273.45
5881,9,32,2023-12-07,11,137527.00
5882,12,137,2024-03-06,15,50782.00
5883,15,103,2024-06-25,10,16997.40
5884,16,100,2024-11-30,4,397480.95
5885,9,123,2023-10-12,3,7914.45
5886,4,19,2024-08-26,1,15610.40
5887,31,68,2024-08-24,7,444866.00
5888,44,44,2024-12-28,10,108068.00
5889,34,142,2023-03-10,11,9091.00
5890,43,42,2024-12-05,6,34159.15
5891,13,147,2024-10-13,13,37421.45
5892,15,25,2024-01-16,9,103681.10
5893,15,113,2024-10-27,7,30765.00
5894,17,91,2024-08-29,14,1793983.80
5895,18,132,2023-08-02,5,7815.00
5896,35,131,2023-03-01,8,7709.00
5897,42,34,2024-09-06,11,54093.00
5898,49,21,2023-04-06,3,26204.00
5899,8,69,2023-09-25,7,316855.00
5900,26,31,2024-01-01,8,66265.00
5902,43,116,2023-05-19,2,4893.45
5903,36,67,2023-12-13,12,1029469.00
5904,39,141,2024-08-07,2,9564.00
5905,34,85,2024-01-11,8,293198.50
5906,3,85,2023-06-28,9,329847.60
5907,7,29,2023-05-10,10,346847.85
5908,43,140,2023-11-22,13,38712.50
5909,7,103,2023-02-02,10,17892.00
5910,13,22,2024-02-26,5,187400.80
5911,35,138,2024-01-16,12,47687.15
5912,42,136,2023-03-14,15,28121.90
5913,8,31,2024-04-16,6,47214.05
5914,36,98,2024-03-21,8,603144.55
5915,18,130,2023-05-12,1,4144.00
5916,43,56,2023-11-07,8,343910.00
5917,26,108,2024-08-19,3,9535.15
5918,40,96,2023-05-18,3,211863.00
5919,36,50,2023-10-31,11,117834.20
5920,29,45,2024-08-25,5,47043.05
5921,25,71,2024-04-20,10,1236653.95
5922,28,118,2024-04-25,2,8198.50
5923,12,72,2024-08-07,6,568088.60
5924,33,45,2023-12-24,2,19807.00
5925,4,50,2024-10-05,9,101484.00
5926,6,45,2024-06-13,11,108941.00
